Date,Time,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
03/21/2001,01:05:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/08/2001,01:51:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/15/2001,05:40:43 PM,074XX W IRVING PARK RD,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1631,016,36,17,1125960,1925725,2001,41.952536868,-87.812369503,"(41.952536868, -87.812369503)"
05/18/2001,11:57:00 AM,082XX S MERRILL AVE,HOMICIDE,STREET,0,0,0414,004,8,46,1191956,1850663,2001,41.745206763,-87.572213565,"(41.745206763, -87.572213565)"
03/04/2001,10:00:00 PM,100XX W OHARE ST,OTHER OFFENSE,WAREHOUSE,1,1,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/01/2001,01:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/21/2001,09:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/01/2001,11:05:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/23/2001,06:00:00 AM,100XX W OHARE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/25/2001,03:50:00 PM,064XX S NARRAGANSETT AVE,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,0812,008,23,64,1134814,1861378,2001,41.775807032,-87.781342161,"(41.775807032, -87.781342161)"
01/05/2001,11:00:00 AM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
05/07/2001,08:39:00 PM,011XX N LARAMIE AVE,HOMICIDE,AUTO,1,0,1531,015,37,25,1141486,1907196,2001,41.901418205,-87.755753257,"(41.901418205, -87.755753257)"
03/15/2001,02:00:00 AM,059XX W CORTLAND ST,CRIM SEXUAL ASSAULT,RESIDENCE PORCH/HALLWAY,0,0,2531,025,29,25,1136466,1911881,2001,41.914365679,-87.774080326,"(41.914365679, -87.774080326)"
02/10/2001,10:00:00 AM,100XX W OHARE FIELD,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
07/23/2001,11:28:00 PM,029XX S FEDERAL ST,HOMICIDE,CHA GROUNDS,1,0,0133,001,3,35,1176116,1885609,2001,41.841471897,-87.629204627,"(41.841471897, -87.629204627)"
02/18/2001,12:00:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/12/2001,04:35:00 AM,019XX S RACINE AVE,HOMICIDE,AUTO,1,0,1222,012,25,31,1168670,1890941,2001,41.85626764,-87.656374568,"(41.85626764, -87.656374568)"
01/06/2001,06:30:00 PM,002XX W GRAND AVE,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1831,018,42,8,NA,NA,2001,NA,NA,NA
10/07/2001,10:15:00 PM,038XX S COTTAGE GROVE AVE,HOMICIDE,APARTMENT,1,1,2122,002,4,36,1181992,1879931,2001,41.825756866,-87.60781793,"(41.825756866, -87.60781793)"
01/01/2001,03:00:00 PM,100XX W OHARE ST,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/05/2001,02:01:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/24/2001,09:56:00 AM,036XX W GRENSHAW ST,HOMICIDE,ALLEY,1,1,1133,011,24,29,1152191,1894795,2001,41.867184057,-87.716759634,"(41.867184057, -87.716759634)"
03/15/2001,04:05:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/13/2001,11:10:00 PM,076XX S SOUTH SHORE DR,HOMICIDE,APARTMENT,1,1,0421,004,7,43,1196662,1855467,2001,41.758273773,-87.554811094,"(41.758273773, -87.554811094)"
01/21/2001,05:20:00 PM,100XX W OHARE ST,THEFT,RESIDENCE,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
11/12/2001,10:03:00 AM,074XX S LUELLA AVE,HOMICIDE,HOUSE,1,0,0333,003,7,43,1192502,1856084,2001,41.760069167,-87.570036745,"(41.760069167, -87.570036745)"
02/04/2001,01:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/04/2001,04:40:00 AM,003XX N KOSTNER AVE,HOMICIDE,PARK PROPERTY,1,0,1114,011,28,26,1147002,1901521,2001,41.885741686,-87.73563741,"(41.885741686, -87.73563741)"
03/26/2001,10:30:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
12/15/2001,10:10:00 PM,049XX W RICE ST,HOMICIDE,ALLEY,1,0,1531,015,37,25,1143259,1905206,2001,41.895924477,-87.749290524,"(41.895924477, -87.749290524)"
03/16/2001,01:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
10/10/2001,09:20:00 AM,049XX S CALIFORNIA AVE,HOMICIDE,APARTMENT,1,0,0911,009,14,63,1158534,1871980,2001,41.804449678,-87.694096813,"(41.804449678, -87.694096813)"
01/11/2001,07:15:00 PM,100XX W OHARE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/13/2001,03:00:00 PM,044XX N HAMLIN AVE,OTHER OFFENSE,STREET,0,1,1723,017,39,14,1150299,1929227,2001,41.961705763,-87.722805665,"(41.961705763, -87.722805665)"
02/27/2001,09:06:14 AM,027XX W CERMAK RD,DECEPTIVE PRACTICE,SMALL RETAIL STORE,1,0,1034,010,28,30,1158583,1889242,2001,41.851817667,-87.693445551,"(41.851817667, -87.693445551)"
02/10/2001,05:35:00 PM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/09/2001,11:28:00 AM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/10/2001,06:45:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
12/24/2001,07:00:00 PM,025XX S STATE ST,HOMICIDE,STREET,1,0,2113,001,3,33,1176707,1887427,2001,41.846447308,-87.626981006,"(41.846447308, -87.626981006)"
02/18/2001,03:00:00 AM,100XX W OHARE ST,BURGLARY,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
11/29/2001,09:00:00 AM,074XX S KIMBARK AVE,HOMICIDE,ALLEY,0,0,0324,003,5,43,1186166,1856009,2001,41.760015287,-87.593260266,"(41.760015287, -87.593260266)"
04/11/2001,09:00:00 PM,111XX S HALSTED ST,THEFT,OTHER,0,0,2233,022,34,49,1173005,1831149,2001,41.692096562,-87.642226645,"(41.692096562, -87.642226645)"
04/22/2001,10:30:00 PM,061XX S WOODLAWN AVE,HOMICIDE,APARTMENT,1,1,0314,003,20,42,1185269,1864623,2001,41.783674009,-87.596277178,"(41.783674009, -87.596277178)"
03/01/2001,11:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/22/2001,09:05:00 AM,100XX W OHARE ST,THEFT,GOVERNMENT BUILDING/PROPERTY,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/03/2001,03:51:00 AM,024XX N LINDEN PL,HOMICIDE,STREET,0,0,1414,014,35,22,1155600,1916149,2001,41.925713529,-87.703669314,"(41.925713529, -87.703669314)"
04/05/2001,09:00:00 AM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
05/06/2001,03:00:00 PM,045XX S FEDERAL ST,HOMICIDE,CHA HALLWAY,0,0,0221,002,3,38,1176455,1874785,2001,41.811762307,-87.628286589,"(41.811762307, -87.628286589)"
08/19/2001,10:02:00 PM,063XX S CARPENTER ST,HOMICIDE,ALLEY,1,0,0724,007,16,68,1170402,1862771,2001,41.778928682,-87.650838528,"(41.778928682, -87.650838528)"
02/17/2001,09:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/19/2001,05:00:00 AM,015XX N ROCKWELL ST,HOMICIDE,STREET,0,0,1423,014,26,24,1158796,1910113,2001,41.909085286,-87.692091435,"(41.909085286, -87.692091435)"
03/11/2001,09:15:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/21/2001,08:06:00 AM,100XX W OHARE ST,BATTERY,TAXICAB,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
11/11/2001,01:06:00 AM,079XX S BRANDON AVE,HOMICIDE,APARTMENT,1,0,0422,004,7,46,1198863,1852907,2001,41.751194021,-87.546830594,"(41.751194021, -87.546830594)"
03/30/2001,07:00:00 AM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/30/2001,06:45:00 PM,100XX W OHARE FIELD,MOTOR VEHICLE THEFT,OTHER,1,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
04/20/2001,12:10:00 AM,007XX N SPRINGFIELD AVE,HOMICIDE,STREET,1,0,1112,011,27,23,1150255,1904702,2001,41.89440789,-87.723608625,"(41.89440789, -87.723608625)"
10/06/2001,01:03:00 AM,025XX S SACRAMENTO AVE,HOMICIDE,STREET,0,0,1033,010,12,30,1156764,1887046,2001,41.845828597,-87.700181205,"(41.845828597, -87.700181205)"
02/02/2001,11:10:00 PM,078XX S SANGAMON ST,HOMICIDE,STREET,1,0,0621,006,17,71,1171335,1852846,2001,41.751672881,-87.647708108,"(41.751672881, -87.647708108)"
02/28/2001,07:05:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/27/2001,01:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/22/2001,05:48:00 AM,009XX N PULASKI RD,HOMICIDE,PARKING LOT,1,0,1112,011,27,23,1149548,1906070,2001,41.898175582,-87.726169689,"(41.898175582, -87.726169689)"
09/25/2001,07:00:00 AM,035XX S MICHIGAN AVE,HOMICIDE,HOUSE,1,1,0211,002,3,35,1177775,1881575,2001,41.830364812,-87.623239091,"(41.830364812, -87.623239091)"
02/24/2001,07:05:00 AM,100XX W OHARE ST,WEAPONS VIOLATION,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/12/2001,08:56:00 AM,078XX S EGGLESTON AVE,HOMICIDE,HALLWAY,1,0,0621,006,17,69,1174658,1852760,2001,41.751363575,-87.635533465,"(41.751363575, -87.635533465)"
03/18/2001,07:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/01/2001,09:30:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
12/05/2001,05:00:00 PM,087XX S MARQUETTE AVE,HOMICIDE,STREET,1,0,0423,004,7,46,1195769,1847648,2001,41.736839959,-87.558341882,"(41.736839959, -87.558341882)"
01/12/2001,04:35:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/17/2001,02:39:00 AM,015XX W PRATT BLVD,HOMICIDE,STAIRWELL,1,0,2431,024,49,1,1164844,1945260,2001,42.005403989,-87.668872764,"(42.005403989, -87.668872764)"
03/28/2001,06:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/13/2001,08:01:00 AM,100XX W OHARE FIELD,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
03/25/2001,06:10:00 AM,010XX N SACRAMENTO AVE,HOMICIDE,APARTMENT,1,1,1311,012,26,24,1156198,1906663,2001,41.899671086,-87.70172864,"(41.899671086, -87.70172864)"
04/13/2001,05:00:00 PM,100XX W OHARE ST,NARCOTICS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/12/2001,08:00:00 PM,060XX S CICERO AVE,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,0813,008,13,64,1145441,1864225,2001,41.783425891,-87.742312116,"(41.783425891, -87.742312116)"
02/05/2001,08:05:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/08/2001,10:30:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/07/2001,09:38:00 PM,036XX W ROOSEVELT RD,HOMICIDE,STREET,0,0,1133,011,24,29,1152095,1894464,2001,41.866277647,-87.717120788,"(41.866277647, -87.717120788)"
11/03/2001,07:45:00 PM,124XX S PERRY AVE,HOMICIDE,STREET,0,0,0523,005,9,53,1177851,1822489,2001,41.668224148,-87.624745566,"(41.668224148, -87.624745566)"
03/14/2001,06:00:00 PM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/02/2001,01:00:00 PM,050XX S STATE ST,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,0,1,0231,002,3,38,1177091,1871465,2001,41.802637582,-87.626053999,"(41.802637582, -87.626053999)"
05/10/2001,06:50:00 AM,046XX N WESTERN AVE,HOMICIDE,STREET,1,0,1911,019,47,4,1159526,1930947,2001,41.966240118,-87.688834357,"(41.966240118, -87.688834357)"
02/06/2001,10:00:00 PM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/17/2001,08:45:00 PM,010XX N CLARK ST,MOTOR VEHICLE THEFT,RESTAURANT,0,0,1824,018,42,8,1175304,1907489,2001,41.901530243,-87.631527902,"(41.901530243, -87.631527902)"
10/05/2001,04:04:00 PM,035XX N WILTON AVE,HOMICIDE,APARTMENT,1,0,2331,019,44,6,1169310,1923630,2001,41.94595442,-87.653074023,"(41.94595442, -87.653074023)"
04/16/2001,04:48:26 AM,090XX S UNION AVE,MOTOR VEHICLE THEFT,STREET,0,0,2223,022,21,71,1173270,1844725,2001,41.729345254,-87.640856724,"(41.729345254, -87.640856724)"
01/29/2001,08:40:00 PM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/02/2001,12:00:00 AM,100XX W OHARE ST,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/05/2001,06:59:00 AM,029XX W MADISON ST,HOMICIDE,RETAIL STORE,1,0,1124,011,2,27,1156759,1899878,2001,41.881041064,-87.699852066,"(41.881041064, -87.699852066)"
01/24/2001,05:15:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/15/2001,05:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/15/2001,04:05:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/16/2001,08:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/01/2001,06:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/15/2001,08:00:00 AM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/11/2001,11:06:00 PM,009XX N LAMON AVE,HOMICIDE,STREET,1,0,1531,015,37,25,1143523,1905686,2001,41.897236716,-87.748308875,"(41.897236716, -87.748308875)"
02/01/2001,09:00:00 AM,010XX N PULASKI RD,THEFT,RESIDENCE,0,0,1111,011,37,23,1149484,1906884,2001,41.900410524,-87.726383606,"(41.900410524, -87.726383606)"
01/31/2001,06:00:00 AM,100XX W OHARE ST,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/03/2001,04:30:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/10/2001,08:15:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/19/2001,08:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/30/2001,07:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/10/2001,06:09:00 PM,100XX W OHARE FIELD,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
03/08/2001,07:00:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/27/2001,07:00:00 AM,100XX W OHARE ST,THEFT,WAREHOUSE,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
10/15/2001,10:25:00 PM,035XX W 16TH ST,HOMICIDE,AUTO,1,0,1021,010,24,29,1153114,1891817,2001,41.858993846,-87.713450088,"(41.858993846, -87.713450088)"
03/11/2001,06:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/21/2001,10:33:00 AM,015XX S LOOMIS ST,HOMICIDE,CHA PLAY LOT,1,0,1222,012,2,28,1167283,1892788,2001,41.861365863,-87.661412497,"(41.861365863, -87.661412497)"
01/13/2001,07:40:00 PM,100XX W OHARE ST,CRIMINAL TRESPASS,HOTEL/MOTEL,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/07/2001,11:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/22/2001,01:00:00 PM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/30/2001,04:00:00 AM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,0,1,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/16/2001,11:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/04/2001,01:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/14/2001,10:50:00 PM,039XX W LEXINGTON ST,HOMICIDE,AUTO,0,0,1132,011,24,26,1150191,1896407,2001,41.871646755,-87.724059969,"(41.871646755, -87.724059969)"
03/02/2001,07:30:00 AM,065XX W 65TH ST,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,0812,008,23,64,NA,NA,2001,NA,NA,NA
01/26/2001,05:45:00 PM,051XX S MORGAN ST,ROBBERY,STREET,0,0,0934,009,20,61,1170470,1870985,2001,41.80146735,-87.650350012,"(41.80146735, -87.650350012)"
03/26/2001,05:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/07/2001,10:00:00 AM,080XX S HALSTED ST,MOTOR VEHICLE THEFT,STREET,0,0,0621,006,21,71,1172402,1851658,2001,41.748389457,-87.643832948,"(41.748389457, -87.643832948)"
04/25/2001,09:40:00 AM,028XX N MILWAUKEE AVE,HOMICIDE,PARKING LOT,1,0,1412,014,35,21,1152824,1918773,2001,41.932969483,-87.713800099,"(41.932969483, -87.713800099)"
12/22/2001,01:55:00 AM,045XX N BEACON ST,HOMICIDE,STREET,1,1,1913,019,46,3,1166350,1930264,2001,41.964222343,-87.663763403,"(41.964222343, -87.663763403)"
01/25/2001,03:30:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/31/2001,12:59:00 PM,039XX S PRAIRIE AVE,HOMICIDE,HOUSE,1,1,0214,002,3,38,1178690,1878871,2001,41.82292402,-87.619964344,"(41.82292402, -87.619964344)"
08/22/2001,07:00:00 AM,075XX S HALSTED ST,HOMICIDE,VACANT LOT,0,0,0621,006,17,71,1172275,1854791,2001,41.756989602,-87.644206364,"(41.756989602, -87.644206364)"
05/09/2001,01:20:00 PM,054XX W RICE ST,HOMICIDE,STREET,0,0,1524,015,37,25,1139929,1905136,2001,41.895793941,-87.761522791,"(41.895793941, -87.761522791)"
01/24/2001,04:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/01/2001,12:00:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/21/2001,07:05:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/15/2001,01:50:00 AM,025XX S SPAULDING AVE,HOMICIDE,AUTO,0,0,1024,010,22,30,1154771,1886881,2001,41.845415905,-87.707499802,"(41.845415905, -87.707499802)"
04/06/2001,08:00:00 AM,028XX S PULASKI RD,HOMICIDE,AUTO,0,0,1031,010,22,30,1150171,1884876,2001,41.840004672,-87.724433615,"(41.840004672, -87.724433615)"
12/08/2001,03:30:00 AM,024XX S BLUE ISLAND AVE,HOMICIDE,AUTO,0,0,1034,010,25,31,1162651,1887685,2001,41.847460947,-87.678558495,"(41.847460947, -87.678558495)"
08/28/2001,03:13:00 AM,093XX S EVANS AVE,HOMICIDE,STREET,1,0,0633,006,9,44,1182864,1843282,2001,41.725168316,-87.605756356,"(41.725168316, -87.605756356)"
03/15/2001,11:00:00 PM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/27/2001,06:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/19/2001,01:37:00 AM,027XX S STATE ST,HOMICIDE,CHA APARTMENT,1,0,2113,001,3,35,1176730,1886544,2001,41.844023772,-87.626923253,"(41.844023772, -87.626923253)"
