Date,Time,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
10/01/2001,12:01:00 AM,110XX S SPAULDING AVE,THEFT,RESIDENCE,0,0,2211,022,19,74,1156335,1831211,2001,41.692617521,-87.70325672,"(41.692617521, -87.70325672)"
04/09/2001,12:01:00 AM,007XX W 72ND ST,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,0732,007,17,68,1172359,1857084,2001,41.763280032,-87.643831163,"(41.763280032, -87.643831163)"
12/14/2001,11:00:00 AM,120XX S UNION AVE,THEFT,RESIDENCE,0,0,0523,005,34,53,1173778,1825104,2001,41.675491071,-87.639574805,"(41.675491071, -87.639574805)"
01/10/2001,12:00:00 PM,013XX S TRIPP AVE,THEFT,APARTMENT,0,0,1011,010,24,29,1148309,1893304,2001,41.8631682,-87.731049528,"(41.8631682, -87.731049528)"
12/19/2001,09:00:00 AM,053XX S DR MARTIN LUTHER KING JR DR,THEFT,APARTMENT,0,0,0234,002,3,40,1179786,1869899,2001,41.79827906,-87.616218254,"(41.79827906, -87.616218254)"
01/01/2001,12:00:00 AM,031XX W WABANSIA AVE,THEFT,RESIDENCE,0,0,1421,014,26,23,1155175,1911091,2001,41.911842515,-87.705367074,"(41.911842515, -87.705367074)"
12/01/2001,12:00:00 AM,035XX W 13TH PL,THEFT,RESIDENCE,0,0,1021,010,24,29,1152738,1893710,2001,41.864195896,-87.714780207,"(41.864195896, -87.714780207)"
03/15/2001,12:00:00 PM,013XX E 88TH PL,THEFT,RESIDENCE,0,0,0412,004,8,48,1186497,1846603,2001,41.734196466,-87.592344031,"(41.734196466, -87.592344031)"
01/01/2001,09:00:00 AM,062XX W DIVERSEY AVE,THEFT,RESIDENCE,0,0,2512,025,29,19,1133962,1917900,2001,41.930926965,-87.783137917,"(41.930926965, -87.783137917)"
03/01/2001,12:01:00 AM,074XX S EMERALD AVE,CRIMINAL DAMAGE,APARTMENT,0,0,0732,007,17,68,1172548,1855528,2001,41.759006016,-87.643184198,"(41.759006016, -87.643184198)"
06/17/2001,06:00:00 PM,001XX S LOTUS AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,1522,015,29,25,1139862,1898955,2001,41.878833726,-87.76192004,"(41.878833726, -87.76192004)"
03/01/2001,09:00:00 AM,006XX N TROY ST,THEFT,RESIDENCE,0,0,1313,012,27,23,1155217,1904242,2001,41.893047399,-87.705396953,"(41.893047399, -87.705396953)"
09/01/2001,08:00:00 AM,053XX S MONITOR AVE,THEFT,RESIDENCE,0,0,0811,008,23,56,1138305,1868799,2001,41.796109369,-87.768365442,"(41.796109369, -87.768365442)"
03/01/2001,08:00:00 AM,018XX N LINCOLN AVE,THEFT,RESIDENCE,0,0,1814,018,43,7,1174202,1912663,2001,41.915752615,-87.635420996,"(41.915752615, -87.635420996)"
06/09/2001,09:00:00 AM,009XX N MOHAWK ST,THEFT,RESIDENCE,0,0,1823,018,27,8,1172700,1906671,2001,41.899343663,-87.641116832,"(41.899343663, -87.641116832)"
03/06/2001,09:00:00 AM,017XX N KEDZIE AVE,SEX OFFENSE,RESIDENCE,0,1,1421,014,26,23,1154727,1911687,2001,41.913486979,-87.706996909,"(41.913486979, -87.706996909)"
10/01/2001,12:00:00 PM,010XX W VERNON PARK PL,THEFT,APARTMENT,0,0,1213,012,25,28,1169751,1897025,2001,41.872939161,-87.652229591,"(41.872939161, -87.652229591)"
06/15/2001,09:00:00 AM,058XX S CAMPBELL AVE,THEFT,RESIDENCE,0,0,0824,008,16,63,1160744,1865807,2001,41.78746477,-87.686161941,"(41.78746477, -87.686161941)"
10/01/2001,12:00:00 AM,035XX S FRANCISCO AVE,THEFT,RESIDENCE,0,0,0913,009,12,58,1157568,1881021,2001,41.82927899,-87.697394286,"(41.82927899, -87.697394286)"
01/01/2001,12:01:00 AM,083XX S VINCENNES AVE,THEFT,RESIDENCE,0,0,0622,006,21,71,1174572,1850060,2001,41.74395635,-87.635928806,"(41.74395635, -87.635928806)"
02/01/2001,08:00:00 AM,024XX N MILWAUKEE AVE,THEFT,OTHER,0,1,1414,014,35,22,1156350,1915979,2001,41.92523189,-87.700918039,"(41.92523189, -87.700918039)"
11/01/2001,12:01:00 AM,031XX W DOUGLAS BLVD,SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,0,1022,010,24,29,NA,NA,2001,NA,NA,NA
01/22/2001,10:15:00 AM,074XX S CRANDON AVE,THEFT,APARTMENT,0,0,0333,003,7,43,1192791,1856132,2001,41.760193841,-87.568976014,"(41.760193841, -87.568976014)"
10/01/2001,12:01:00 AM,016XX N ROCKWELL ST,THEFT,RESIDENCE,0,0,1434,014,1,24,1158820,1910904,2001,41.911255361,-87.691981542,"(41.911255361, -87.691981542)"
11/11/2001,08:00:00 AM,101XX S WENTWORTH AVE,THEFT,RESIDENCE,0,0,0511,005,9,49,1176691,1837708,2001,41.710013454,-87.628535199,"(41.710013454, -87.628535199)"
08/01/2001,12:00:00 AM,006XX N LECLAIRE AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,1,1532,015,28,25,1142202,1903871,2001,41.892280758,-87.753205863,"(41.892280758, -87.753205863)"
09/01/2001,12:01:00 AM,066XX S OAKLEY AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,0832,008,15,66,1162177,1860535,2001,41.772967968,-87.681054347,"(41.772967968, -87.681054347)"
05/01/2001,12:00:00 PM,049XX S KOMENSKY AVE,THEFT,RESIDENCE,0,0,0815,008,14,57,1150232,1871760,2001,41.804011366,-87.724550793,"(41.804011366, -87.724550793)"
10/05/2001,12:00:00 PM,022XX E 93RD ST,THEFT,RESIDENCE,0,0,0413,004,7,48,1192851,1843702,2001,41.726083379,-87.569160668,"(41.726083379, -87.569160668)"
11/22/2001,10:00:00 PM,047XX S WOOD ST,CRIM SEXUAL ASSAULT,APARTMENT,1,1,0931,009,20,61,1165189,1873150,2001,41.807521881,-87.669656108,"(41.807521881, -87.669656108)"
11/01/2001,12:01:00 AM,004XX W 42ND PL,THEFT,RESIDENCE,0,0,0935,009,11,61,1173822,1876712,2001,41.817109049,-87.637887072,"(41.817109049, -87.637887072)"
12/01/2001,08:00:00 AM,026XX W DIVISION ST,THEFT,APARTMENT,0,0,1423,014,26,24,1158616,1907919,2001,41.903068462,-87.692812856,"(41.903068462, -87.692812856)"
09/13/2001,12:01:00 AM,028XX W AUGUSTA BLVD,THEFT,RESIDENCE,0,0,1311,012,26,24,1157353,1906569,2001,41.899389729,-87.697488869,"(41.899389729, -87.697488869)"
01/01/2001,12:00:00 AM,069XX S LOWE AVE,THEFT,OTHER,0,0,0732,007,6,68,1173205,1858851,2001,41.768110241,-87.640678266,"(41.768110241, -87.640678266)"
02/01/2001,12:00:00 AM,047XX S ELLIS AVE,THEFT,APARTMENT,0,0,2124,002,4,39,1183757,1873732,2001,41.808705283,-87.601536336,"(41.808705283, -87.601536336)"
01/01/2001,12:01:00 AM,085XX S CALUMET AVE,DECEPTIVE PRACTICE,RESIDENCE,0,1,0632,006,6,44,1179929,1848275,2001,41.738937285,-87.616354889,"(41.738937285, -87.616354889)"
06/15/2001,12:01:00 AM,025XX W DIVISION ST,THEFT,RESIDENCE,0,0,1312,012,26,24,1159076,1907849,2001,41.902866939,-87.691125107,"(41.902866939, -87.691125107)"
11/01/2001,10:00:00 AM,072XX S BENNETT AVE,THEFT,APARTMENT,0,0,0333,003,5,43,1190005,1857154,2001,41.763065771,-87.579153736,"(41.763065771, -87.579153736)"
01/01/2001,09:00:00 AM,002XX E 79TH ST,THEFT,RESIDENCE,0,0,0623,006,6,44,1179192,1852642,2001,41.750937661,-87.618922258,"(41.750937661, -87.618922258)"
07/07/2001,12:00:00 PM,007XX E 49TH ST,THEFT,RESIDENCE,0,0,0223,002,4,38,1182204,1872731,2001,41.805994605,-87.607263356,"(41.805994605, -87.607263356)"
01/01/2001,06:00:00 PM,074XX S SOUTH SHORE DR,OTHER OFFENSE,STREET,0,0,0334,003,7,43,1195739,1856727,2001,41.761754175,-87.558152119,"(41.761754175, -87.558152119)"
09/04/2001,12:00:00 PM,004XX E 44TH ST,THEFT,APARTMENT,0,0,0222,002,3,38,1179893,1875975,2001,41.814949673,-87.615639803,"(41.814949673, -87.615639803)"
01/01/2001,07:00:00 AM,015XX N TALMAN AVE,THEFT,RESIDENCE,0,0,1423,014,26,24,1158506,1910214,2001,41.909368383,-87.693153995,"(41.909368383, -87.693153995)"
03/01/2001,12:00:00 AM,033XX S HALSTED ST,THEFT,APARTMENT,0,0,0924,009,11,60,1171468,1882931,2001,41.834226527,-87.646339717,"(41.834226527, -87.646339717)"
10/01/2001,12:01:00 AM,047XX W GLADYS AVE,THEFT,RESIDENCE,0,0,1131,011,24,25,1144825,1897974,2001,41.876049623,-87.743721374,"(41.876049623, -87.743721374)"
12/01/2001,12:00:00 AM,031XX W DOUGLAS BLVD,SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,1022,010,24,29,NA,NA,2001,NA,NA,NA
06/16/2001,08:00:00 AM,063XX S DAMEN AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,0,0726,007,15,67,1164076,1862580,2001,41.778539988,-87.674035599,"(41.778539988, -87.674035599)"
06/18/2001,08:00:00 PM,028XX W MONTROSE AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,1,1724,017,33,14,1156882,1929148,2001,41.961357723,-87.698604901,"(41.961357723, -87.698604901)"
07/01/2001,12:01:00 AM,015XX W 47TH ST,DECEPTIVE PRACTICE,BANK,0,1,0921,009,3,61,1166663,1873599,2001,41.808722626,-87.664237066,"(41.808722626, -87.664237066)"
08/15/2001,12:00:00 PM,029XX W 58TH ST,THEFT,RESIDENCE,0,0,0824,008,14,63,1157446,1865991,2001,41.788037177,-87.698249401,"(41.788037177, -87.698249401)"
12/01/2001,12:01:00 AM,065XX S RICHMOND ST,THEFT,RESIDENCE,0,0,0831,008,15,66,1157882,1861017,2001,41.774378959,-87.696785758,"(41.774378959, -87.696785758)"
03/31/2001,12:00:00 AM,010XX E 73RD ST,THEFT,RESIDENCE,0,0,0324,003,5,69,1184535,1856867,2001,41.762408071,-87.599210982,"(41.762408071, -87.599210982)"
08/01/2001,12:00:00 PM,015XX S TRIPP AVE,THEFT,APARTMENT,0,0,1012,010,24,29,1148339,1892269,2001,41.860327455,-87.730966058,"(41.860327455, -87.730966058)"
01/01/2001,12:00:00 AM,073XX N HOYNE AVE,THEFT,APARTMENT,0,0,2424,024,49,1,1160933,1948828,2001,42.015277064,-87.683161926,"(42.015277064, -87.683161926)"
01/01/2001,12:00:00 AM,055XX S TRIPP AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,0,0813,008,13,62,1149024,1867199,2001,41.791518681,-87.729098793,"(41.791518681, -87.729098793)"
02/01/2001,09:00:00 AM,045XX S DREXEL BLVD,THEFT,APARTMENT,0,0,2123,002,4,39,1182922,1874802,2001,41.811660915,-87.604565619,"(41.811660915, -87.604565619)"
01/01/2001,12:01:00 AM,015XX N AVERS AVE,THEFT,RESIDENCE,0,0,2535,025,30,23,1150469,1909837,2001,41.908494665,-87.722688418,"(41.908494665, -87.722688418)"
01/01/2001,11:00:00 AM,114XX S ST LAWRENCE AVE,CRIM SEXUAL ASSAULT,RESIDENCE,1,1,0531,005,9,50,1182247,1829375,2001,41.687020002,-87.60844523,"(41.687020002, -87.60844523)"
01/01/2001,12:00:00 AM,048XX S KENWOOD AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,2124,002,4,39,1185896,1873229,2001,41.807274768,-87.593706931,"(41.807274768, -87.593706931)"
06/04/2001,12:01:00 AM,087XX S MUSKEGON AVE,BURGLARY,OTHER,0,0,0423,004,10,46,1196570,1847474,2001,41.736342659,-87.555413094,"(41.736342659, -87.555413094)"
05/01/2001,12:01:00 AM,130XX S BURLEY AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,0433,004,10,55,1199790,1818891,2001,41.657827784,-87.544575368,"(41.657827784, -87.544575368)"
05/30/2001,03:00:00 PM,111XX S TRUMBULL AVE,THEFT,RESIDENCE,0,0,2211,022,19,74,1155387,1830522,2001,41.690745749,-87.706745901,"(41.690745749, -87.706745901)"
06/01/2001,08:00:00 AM,054XX W IOWA ST,SEX OFFENSE,RESIDENCE,0,0,1524,015,37,25,1139668,1905504,2001,41.896808547,-87.762472408,"(41.896808547, -87.762472408)"
06/01/2001,12:00:00 PM,050XX W FERDINAND ST,THEFT,RESIDENCE,0,0,1532,015,28,25,1142913,1902769,2001,41.889243518,-87.750622111,"(41.889243518, -87.750622111)"
05/20/2001,11:00:00 PM,050XX S KENNETH AVE,SEX OFFENSE,RESIDENCE,0,0,0815,008,23,57,1147592,1870630,2001,41.800961378,-87.734262056,"(41.800961378, -87.734262056)"
03/01/2001,09:00:00 AM,030XX N KILPATRICK AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,2521,025,31,19,1144477,1919707,2001,41.935693883,-87.74445132,"(41.935693883, -87.74445132)"
08/31/2001,12:00:00 AM,001XX N MICHIGAN AVE,OTHER OFFENSE,HOTEL/MOTEL,0,0,0122,001,42,32,1177239,1901333,2001,41.884594218,-87.624607293,"(41.884594218, -87.624607293)"
07/25/2001,10:00:00 AM,034XX W LYNDALE ST,THEFT,RESIDENCE,0,1,1413,014,26,22,1152998,1914702,2001,41.921794873,-87.713268849,"(41.921794873, -87.713268849)"
07/01/2001,12:00:00 AM,021XX N KILDARE AVE,OFFENSE INVOLVING CHILDREN,APARTMENT,0,1,2522,025,35,20,1147406,1913977,2001,41.91991452,-87.733834169,"(41.91991452, -87.733834169)"
01/01/2001,12:00:00 AM,022XX W 80TH ST,THEFT,OTHER,0,0,0835,008,18,70,1162750,1851604,2001,41.748448075,-87.679202816,"(41.748448075, -87.679202816)"
01/01/2001,12:01:00 AM,048XX N PAULINA ST,THEFT,RESIDENCE,0,0,2032,020,47,3,1164385,1932578,2001,41.970613961,-87.670922333,"(41.970613961, -87.670922333)"
04/01/2001,09:00:00 AM,023XX N LATROBE AVE,THEFT,ALLEY,0,0,2515,025,37,19,1140960,1915056,2001,41.922996623,-87.757491503,"(41.922996623, -87.757491503)"
06/23/2001,08:00:00 PM,067XX S PARNELL AVE,THEFT,RESIDENCE,0,0,0722,007,6,68,1173768,1860341,2001,41.772186514,-87.638570496,"(41.772186514, -87.638570496)"
01/01/2001,12:01:00 AM,109XX S NORMAL AVE,CRIM SEXUAL ASSAULT,RESIDENCE,1,0,2233,022,34,49,1174871,1832183,2001,41.694892728,-87.635364292,"(41.694892728, -87.635364292)"
12/01/2001,12:00:00 PM,040XX S CALUMET AVE,THEFT,RESIDENCE,0,0,0213,002,3,38,1179135,1878398,2001,41.82161592,-87.618346273,"(41.82161592, -87.618346273)"
05/15/2001,12:00:00 PM,069XX W 64TH ST,THEFT,RESIDENCE,0,0,0812,008,23,64,1131247,1861260,2001,41.775545301,-87.794421487,"(41.775545301, -87.794421487)"
10/01/2001,08:00:00 AM,082XX S ST LAWRENCE AVE,THEFT,RESIDENCE,0,0,0631,006,6,44,1181638,1850196,2001,41.744169485,-87.610034343,"(41.744169485, -87.610034343)"
11/09/2001,09:00:00 AM,008XX N WINCHESTER AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,1322,012,32,24,1163201,1905948,2001,41.897564713,-87.676026728,"(41.897564713, -87.676026728)"
06/01/2001,08:00:00 AM,026XX W BALMORAL AVE,THEFT,RESIDENCE,0,0,2011,020,40,4,1157716,1935723,2001,41.979382873,-87.695358647,"(41.979382873, -87.695358647)"
12/01/2001,12:01:00 AM,033XX N HARDING AVE,THEFT,RESIDENCE,0,0,1732,017,30,21,1149517,1921735,2001,41.941162391,-87.725875994,"(41.941162391, -87.725875994)"
01/01/2001,12:00:00 AM,032XX S OAKLEY AVE,THEFT,OTHER,0,0,0913,009,12,59,1161574,1882962,2001,41.834522994,-87.682642417,"(41.834522994, -87.682642417)"
10/01/2001,12:01:00 AM,065XX S NORMAL BLVD,THEFT,RESIDENCE,0,0,0722,007,20,68,1174265,1861325,2001,41.77487569,-87.636719434,"(41.77487569, -87.636719434)"
01/01/2001,12:01:00 AM,016XX N CENTRAL PARK AVE,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,2535,025,26,23,1152087,1910696,2001,41.910820079,-87.716721957,"(41.910820079, -87.716721957)"
12/28/2001,12:00:00 AM,070XX S MICHIGAN AVE,THEFT,RESIDENCE,0,0,0322,003,6,69,1178345,1858182,2001,41.7661593,-87.621858159,"(41.7661593, -87.621858159)"
08/01/2001,12:00:00 PM,052XX S MAJOR AVE,THEFT,RESIDENCE,0,0,0811,008,23,56,1139286,1869445,2001,41.797864355,-87.764752309,"(41.797864355, -87.764752309)"
05/30/2001,12:00:00 PM,017XX N LOREL AVE,THEFT,RESIDENCE,0,0,2532,025,37,25,1140414,1911235,2001,41.912521423,-87.759591647,"(41.912521423, -87.759591647)"
03/31/2001,12:00:00 AM,009XX N KEYSTONE AVE,THEFT,RESIDENCE,0,0,1111,011,37,23,1149251,1906157,2001,41.898420081,-87.727258297,"(41.898420081, -87.727258297)"
07/01/2001,12:00:00 AM,012XX N MONTICELLO AVE,THEFT,RESIDENCE,0,0,2535,025,26,23,1151849,1908081,2001,41.903648964,-87.717665241,"(41.903648964, -87.717665241)"
11/01/2001,12:01:00 AM,045XX S ALBANY AVE,THEFT,RESIDENCE,0,0,0912,009,14,58,1156496,1874576,2001,41.811614799,-87.701501325,"(41.811614799, -87.701501325)"
07/01/2001,12:00:00 AM,0000X W CERMAK RD,THEFT,RESIDENCE,0,0,0134,001,3,33,1176397,1889737,2001,41.852793105,-87.628049053,"(41.852793105, -87.628049053)"
09/10/2001,12:01:00 AM,061XX S CAMPBELL AVE,THEFT,RESIDENCE,0,0,0825,008,15,66,1160717,1863865,2001,41.782136215,-87.686314521,"(41.782136215, -87.686314521)"
10/01/2001,12:00:00 AM,053XX S LAFLIN ST,THEFT,RESIDENCE,0,0,0933,009,16,61,1167289,1869066,2001,41.796270159,-87.662070875,"(41.796270159, -87.662070875)"
08/26/2001,09:00:00 AM,005XX W 65TH PL,THEFT,RESIDENCE,0,0,0722,007,20,68,1174130,1861437,2001,41.77518603,-87.637210998,"(41.77518603, -87.637210998)"
05/01/2001,08:00:00 AM,031XX W DOUGLAS BLVD,SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,1022,010,24,29,NA,NA,2001,NA,NA,NA
12/27/2001,09:00:00 AM,019XX W BELMONT AVE,THEFT,RESIDENCE,0,0,1931,019,32,5,1162534,1921212,2001,41.939464159,-87.678048161,"(41.939464159, -87.678048161)"
10/01/2001,12:01:00 AM,008XX N KOSTNER AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,1111,011,37,23,1146923,1905341,2001,41.8962257,-87.735829834,"(41.8962257, -87.735829834)"
11/01/2001,12:00:00 PM,053XX S GREENWOOD AVE,THEFT,APARTMENT,0,0,2131,002,5,41,1184245,1869944,2001,41.798299302,-87.599865042,"(41.798299302, -87.599865042)"
11/25/2001,12:00:00 PM,0000X E 68TH ST,OTHER OFFENSE,RESIDENCE,0,1,0322,003,20,69,1178153,1859992,2001,41.77113049,-87.622507074,"(41.77113049, -87.622507074)"
10/01/2001,12:01:00 AM,013XX E 71ST PL,THEFT,RESIDENCE,0,0,0324,003,5,43,1186363,1857822,2001,41.764985673,-87.592481043,"(41.764985673, -87.592481043)"
12/01/2001,12:00:00 AM,101XX S CRANDON AVE,THEFT,STREET,0,0,0431,004,7,51,1193459,1838099,2001,41.710693368,-87.567116219,"(41.710693368, -87.567116219)"
07/01/2001,12:00:00 AM,001XX N PARKSIDE AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,1512,015,29,25,1138538,1900390,2001,41.88279564,-87.766746803,"(41.88279564, -87.766746803)"
07/15/2001,09:00:00 AM,059XX N NAVARRE AVE,DECEPTIVE PRACTICE,RESIDENCE,0,0,1611,016,41,10,1131537,1939293,2001,41.98967395,-87.791552412,"(41.98967395, -87.791552412)"
01/01/2001,09:00:00 AM,051XX W NORTH AVE,THEFT,RESIDENCE,0,0,2533,025,37,25,1141824,1910110,2001,41.9094083,-87.754439499,"(41.9094083, -87.754439499)"
04/01/2001,11:00:00 AM,016XX W 69TH ST,THEFT,APARTMENT,0,0,0725,007,17,67,1166397,1858990,2001,41.768639414,-87.66562883,"(41.768639414, -87.66562883)"
02/01/2001,12:00:00 AM,049XX W 44TH PL,THEFT,STREET,0,0,0814,008,23,56,1144202,1874558,2001,41.811804589,-87.746596204,"(41.811804589, -87.746596204)"
03/01/2001,08:00:00 AM,090XX S ABERDEEN ST,THEFT,RESIDENCE,0,0,2222,022,21,73,1170607,1845003,2001,41.730166501,-87.650603901,"(41.730166501, -87.650603901)"
01/01/2001,12:01:00 AM,064XX S EVANS AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,0312,003,20,42,1182290,1862306,2001,41.777385501,-87.607270854,"(41.777385501, -87.607270854)"
02/28/2001,12:30:00 AM,025XX W HADDON AVE,THEFT,APARTMENT,0,0,1312,012,26,24,1159239,1907593,2001,41.902161104,-87.690533423,"(41.902161104, -87.690533423)"
06/01/2001,09:00:00 AM,008XX W 61ST ST,THEFT,RESIDENCE,0,1,0712,007,16,68,1171534,1864434,2001,41.783467417,-87.646639841,"(41.783467417, -87.646639841)"
04/01/2001,03:00:00 PM,108XX S CALUMET AVE,THEFT,APARTMENT,0,0,0513,005,9,49,1180543,1833104,2001,41.697292076,-87.61456937,"(41.697292076, -87.61456937)"
11/01/2001,12:00:00 AM,007XX W WAVELAND AVE,OTHER OFFENSE,RESIDENCE,0,0,2323,019,46,6,1170962,1924942,2001,41.949518457,-87.646963262,"(41.949518457, -87.646963262)"
01/01/2001,08:00:00 AM,109XX S VERNON AVE,THEFT,RESIDENCE,0,0,0513,005,9,49,1181151,1832288,2001,41.695038916,-87.612368241,"(41.695038916, -87.612368241)"
01/01/2001,09:00:00 AM,022XX N AUSTIN AVE,THEFT,RESIDENCE,0,0,2512,025,37,19,1135988,1914397,2001,41.921278418,-87.775776358,"(41.921278418, -87.775776358)"
04/15/2001,03:00:00 PM,038XX N WHIPPLE ST,THEFT,RESIDENCE,0,0,1733,017,33,16,1155415,1925197,2001,41.95054562,-87.704105067,"(41.95054562, -87.704105067)"
01/01/2001,12:00:00 AM,057XX S JUSTINE ST,THEFT,OTHER,0,0,0713,007,16,67,1167033,1866475,2001,41.789165627,-87.663083724,"(41.789165627, -87.663083724)"
01/01/2001,12:00:00 PM,065XX N SHERIDAN RD,DECEPTIVE PRACTICE,"SCHOOL, PRIVATE, GROUNDS",1,0,2432,024,49,1,1167102,1943920,2001,42.001678618,-87.660604177,"(42.001678618, -87.660604177)"
08/01/2001,09:00:00 PM,050XX S JUSTINE ST,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,0,0931,009,16,61,1166899,1871231,2001,41.802219519,-87.663439163,"(41.802219519, -87.663439163)"
11/20/2001,06:00:00 PM,049XX W GEORGE ST,MOTOR VEHICLE THEFT,STREET,0,0,2521,025,31,19,1142648,1918781,2001,41.933187127,-87.751196211,"(41.933187127, -87.751196211)"
01/01/2001,02:00:00 PM,015XX N AVERS AVE,THEFT,APARTMENT,0,0,2535,025,30,23,1150463,1910037,2001,41.909043602,-87.722705229,"(41.909043602, -87.722705229)"
06/09/2001,08:00:00 PM,034XX N PULASKI RD,THEFT,RESIDENCE,0,0,1732,017,30,21,1149165,1922372,2001,41.942917209,-87.727153183,"(41.942917209, -87.727153183)"
01/01/2001,12:00:00 AM,052XX S HONORE ST,THEFT,RESIDENCE,0,0,0932,009,16,61,1164858,1870138,2001,41.799263603,-87.670955259,"(41.799263603, -87.670955259)"
01/01/2001,12:01:00 AM,022XX S WHIPPLE ST,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,1033,010,12,30,1156421,1888758,2001,41.850533452,-87.701393758,"(41.850533452, -87.701393758)"
08/01/2001,10:00:00 AM,068XX S PAXTON AVE,THEFT,RESIDENCE,0,0,0331,003,5,43,1192010,1860243,2001,41.771493751,-87.571704928,"(41.771493751, -87.571704928)"
11/01/2001,12:01:00 AM,001XX N MICHIGAN AVE,THEFT,RESIDENCE,0,0,0124,001,42,32,1177319,1901337,2001,41.884603381,-87.624313404,"(41.884603381, -87.624313404)"
01/01/2001,12:00:00 AM,009XX W ADAMS ST,THEFT,COMMERCIAL / BUSINESS OFFICE,1,0,1213,012,2,28,1169996,1899330,2001,41.879258911,-87.651262835,"(41.879258911, -87.651262835)"
01/01/2001,09:00:00 AM,003XX W 56TH PL,THEFT,RESIDENCE,0,0,0711,007,3,68,1174812,1867558,2001,41.791967537,-87.634528523,"(41.791967537, -87.634528523)"
02/01/2001,12:00:00 AM,077XX S PHILLIPS AVE,THEFT,RESIDENCE,0,0,0421,004,7,43,1193830,1854227,2001,41.754940977,-87.565230474,"(41.754940977, -87.565230474)"
04/01/2001,12:00:00 AM,029XX S WELLS ST,THEFT,RESIDENCE,0,0,2113,009,11,34,1175139,1885261,2001,41.840538881,-87.632800274,"(41.840538881, -87.632800274)"
02/01/2001,12:01:00 AM,053XX N SHERIDAN RD,THEFT,RESIDENCE,0,0,2023,020,48,77,1168644,1935397,2001,41.978257946,-87.65517969,"(41.978257946, -87.65517969)"
02/02/2001,12:01:00 AM,077XX S UNION AVE,MOTOR VEHICLE THEFT,STREET,0,0,0621,006,17,71,1173011,1853698,2001,41.753974063,-87.641541263,"(41.753974063, -87.641541263)"
11/01/2001,08:00:00 AM,038XX W 19TH ST,THEFT,RESIDENCE,0,0,1014,010,24,29,1150838,1890394,2001,41.855133752,-87.721841799,"(41.855133752, -87.721841799)"
12/02/2001,12:00:00 PM,038XX W 63RD ST,THEFT,OTHER,0,0,0823,008,13,65,1151778,1862592,2001,41.778822808,-87.719120967,"(41.778822808, -87.719120967)"
12/08/2001,12:01:00 AM,033XX S LEAVITT ST,THEFT,COMMERCIAL / BUSINESS OFFICE,0,0,0913,009,12,59,1162270,1882479,2001,41.833183094,-87.68010208,"(41.833183094, -87.68010208)"
10/01/2001,12:00:00 PM,026XX S DRAKE AVE,THEFT,RESIDENCE,0,0,1032,010,22,30,1153167,1886231,2001,41.84366415,-87.713403568,"(41.84366415, -87.713403568)"
03/09/2001,12:19:00 PM,005XX N HAMLIN AVE,THEFT,APARTMENT,0,0,1122,011,27,23,1150911,1903630,2001,41.891453395,-87.721227403,"(41.891453395, -87.721227403)"
06/01/2001,09:00:00 AM,052XX S LOOMIS BLVD,THEFT,RESIDENCE,0,0,0933,009,16,61,1167845,1870019,2001,41.798873369,-87.660004607,"(41.798873369, -87.660004607)"
09/09/2001,07:19:32 PM,073XX S CAMPBELL AVE,CRIM SEXUAL ASSAULT,RESIDENCE,0,0,0835,008,18,66,1160935,1856101,2001,41.760826191,-87.685729607,"(41.760826191, -87.685729607)"
01/30/2001,12:00:00 AM,059XX S FAIRFIELD AVE,THEFT,RESIDENCE,0,1,0824,008,16,66,1159101,1865075,2001,41.785489839,-87.692206172,"(41.785489839, -87.692206172)"
09/10/2001,12:00:00 PM,0000X S MICHIGAN AVE,THEFT,BANK,0,0,0123,001,42,32,1177277,1900255,2001,41.881635267,-87.62450045,"(41.881635267, -87.62450045)"
01/18/2001,01:00:00 AM,011XX W LUNT AVE,SEX OFFENSE,RESIDENCE,0,0,2423,024,49,1,1166767,1946693,2001,42.009294992,-87.661756569,"(42.009294992, -87.661756569)"
